Open,High,Low,Close,MA 20,MA 20 close,STD 10 high,SMA_20,SMA_50,Close_Predictions,Command
10925.44,11104.64,10829.0,11050.64,10676.579500000002,10689.014500000001,146.0035840518991,10689.0145,10854.7598,11293.22,2
11050.64,11491.0,11050.51,11293.22,10690.089625,10707.6615,252.6261334383281,10707.6615,10849.9974,11369.02,2
11293.22,11445.0,11221.0,11369.02,10723.908750000002,10755.251499999998,306.21091309096084,10755.2515,10844.1186,11528.25,2
11369.02,11720.01,11172.0,11528.25,10772.868000000002,10805.1835,373.3052245616179,10805.1835,10841.721,11420.56,2
11528.24,11557.0,11300.0,11420.56,10827.377500000006,10864.138500000001,374.20138646055267,10864.1385,10835.1682,11417.89,2
11420.57,11547.98,11280.0,11417.89,10873.658625000002,10898.217,363.92302510283673,10898.217,10837.1576,11505.12,2
11417.89,11617.34,11250.83,11505.12,10911.80125,10939.1395,354.14504938513534,10939.1395,10838.0314,11319.32,2
11505.13,11541.15,11200.0,11319.32,10945.361374999999,10968.675500000001,319.37962005895105,10968.6755,10837.8102,11360.2,2
11319.24,11402.42,11255.0,11360.2,10975.863875,10997.972999999998,224.05013444316438,10997.973,10834.476,11503.14,1
11360.31,11505.0,11346.22,11503.14,11009.2175,11038.324000000002,154.24369920356568,11038.324,10835.222,11751.47,1
11503.14,11823.99,11407.96,11751.47,11052.299499999997,11083.8735,120.2805370332208,11083.8735,10836.0282,11909.99,1
11751.46,12038.38,11677.59,11909.99,11105.371749999998,11140.543500000002,182.54500272809423,11140.5435,10841.2378,12780.96,1
11910.0,13217.68,11886.95,12780.96,11193.407624999996,11248.635,504.13857932616116,11248.635,10858.4176,12968.52,1
12780.75,13185.0,12678.08,12968.52,11310.709874999997,11368.541,651.7112622503927,11368.541,10890.0172,12923.07,1
12968.84,13027.69,12720.08,12923.07,11428.549874999997,11487.591499999999,711.111243210934,11487.5915,10945.6616,13111.73,1
12923.06,13166.73,12870.0,13111.73,11549.150874999998,11609.8465,752.2082288808067,11609.8465,10998.9712,13028.83,1
13111.73,13350.0,12888.0,13028.83,11667.976999999995,11721.677499999998,784.7870711626181,11721.6775,11056.214,13052.19,1
13029.64,13238.81,12765.0,13052.19,11785.086749999997,11844.303999999998,758.2261258621995,11844.304,11112.1338,13636.17,1
13052.15,13789.29,13019.87,13636.17,11922.629249999996,11992.793,719.7717871388127,11992.793,11177.3884,13266.4,1
13636.16,13859.48,12888.0,13266.4,12054.849999999999,12109.834499999999,625.3410810309844,12109.8345,11240.1834,13455.7,1
